name,kanji,frame,stroke,lesson,studied
person in charge,係,1493,9,36,0
grandchild,孫,1494,10,36,0
suspend,懸,1495,20,36,0
modest,遜,1496,13,36,0
instead,却,1497,7,37,0
shins,脚,1498,11,37,0
wholesale,卸,1499,9,37,0
honorable,御,1500,12,37,0
clothing,服,1501,8,37,0
fate,命,1502,8,37,0
orders,令,1503,5,37,0
zero,零,1504,13,37,0
age,齢,1505,17,37,0
cool,冷,1506,7,37,0
jurisdiction,領,1507,14,37,0
small bell,鈴,1508,13,37,0
courage,勇,1509,9,37,0
bubble up,湧,1510,12,37,0
traffic,通,1511,10,37,0
jump,踊,1512,14,37,0
doubt,疑,1513,14,37,0
mimic,擬,1514,17,37,0
congeal,凝,1515,16,37,0
pattern,範,1516,15,37,0
crime,犯,1517,5,37,0
widespread,氾,1518,5,37,0
unlucky,厄,1519,4,37,0
dangerous,危,1520,6,37,0
address,宛,1521,8,37,0
arm,腕,1522,12,37,0
garden,苑,1523,8,37,0
grudge,怨,1524,9,37,0
willow,柳,1525,9,37,0
egg,卵,1526,7,37,0
detain,留,1527,10,37,0
marine blue,瑠,1528,14,37,0
trade,貿,1529,12,37,0
stamp,印,1530,6,37,0
mortar,臼,1531,6,37,0
break,毀,1532,13,37,0
entertain,興,1533,16,37,0
sign of the bird,酉,1534,7,38,0
sake,酒,1535,10,38,0
bartending,酌,1536,10,38,0
hooch,酎,1537,10,38,0
fermentation,酵,1538,14,38,0
cruel,酷,1539,14,38,0
repay,酬,1540,13,38,0
dairy products,酪,1541,13,38,0
vinegar,酢,1542,12,38,0
drunk,酔,1543,11,38,0
distribute,配,1544,10,38,0
acid,酸,1545,14,38,0
waver,猶,1546,12,38,0
revered,尊,1547,12,38,0
beans,豆,1548,7,38,0
head,頭,1549,16,38,0
short,短,1550,12,38,0
bountiful,豊,1551,13,38,0
drum,鼓,1552,13,38,0
rejoice,喜,1553,12,38,0
timber-trees,樹,1554,16,38,0
dish,皿,1555,5,38,0
blood,血,1556,6,38,0
basin,盆,1557,9,38,0
alliance,盟,1558,13,38,0
steal,盗,1559,11,38,0
warm,温,1560,12,38,0
lid,蓋,1561,13,38,0
oversee,監,1562,15,38,0
overflow,濫,1563,18,38,0
specimen,鑑,1564,23,38,0
indigo,藍,1565,18,38,0
fierce,猛,1566,11,38,0
boom,盛,1567,11,38,0
salt,塩,1568,13,38,0
silver,銀,1569,14,38,0
resentment,恨,1570,9,38,0
root,根,1571,10,38,0
instant,即,1572,7,38,0
baron,爵,1573,17,38,0
node,節,1574,13,38,0
retreat,退,1575,9,38,0
limit,限,1576,9,38,0
eyeball,眼,1577,11,38,0
good,良,1578,7,38,0
melodious,朗,1579,10,38,0
wandering,浪,1580,10,38,0
daughter,娘,1581,10,38,0
eat,食,1582,9,38,0
meal,飯,1583,12,38,0
drink,飲,1584,12,38,0
hungry,飢,1585,10,38,0
starve,餓,1586,15,38,0
decorate,飾,1587,13,38,0
feed,餌,1588,14,38,0
Bldg.,館,1589,16,38,0
mochi,餅,1590,14,38,0
foster,養,1591,15,38,0
sated,飽,1592,13,38,0
previously,既,1593,10,38,0
outline,概,1594,14,38,0
rue,慨,1595,13,38,0
even,平,1596,5,39,0
call,呼,1597,8,39,0
two-mat area,坪,1598,8,39,0
evaluate,評,1599,12,39,0
reap,刈,1600,4,39,0
moment,刹,1601,8,39,0
hope,希,1602,7,39,0
villain,凶,1603,4,39,0
bosom,胸,1604,10,39,0
detach,離,1605,18,39,0
crystal,璃,1606,14,39,0
kill,殺,1607,10,39,0
bracing,爽,1608,11,39,0
genuine,純,1609,10,39,0
immediate,頓,1610,13,39,0
dull,鈍,1611,12,39,0
spicy,辛,1612,7,39,0
resign,辞,1613,13,39,0
catalpa,梓,1614,11,39,0
superintend,宰,1615,10,39,0
wall,壁,1616,16,39,0
holed gem,璧,1617,18,39,0
evade,避,1618,16,39,0
new,新,1619,13,39,0
firewood,薪,1620,16,39,0
parent,親,1621,16,39,0
happiness,幸,1622,8,39,0
tenacious,執,1623,11,39,0
clasp,摯,1624,15,39,0
report,報,1625,12,39,0
shout,叫,1626,6,39,0
twist,糾,1627,9,39,0
income,収,1628,5,39,0
lowly,卑,1629,9,39,0
tombstone,碑,1630,14,39,0
land,陸,1631,11,39,0
intimate,睦,1632,13,39,0
forces,勢,1633,13,39,0
heat,熱,1634,15,39,0
diamond,菱,1635,11,39,0
mausoleum,陵,1636,11,39,0
sign of the hog,亥,1637,6,39,0
nucleus,核,1638,10,39,0
engrave,刻,1639,8,39,0
above-stated,該,1640,13,39,0
remains,骸,1641,16,39,0
censure,劾,1642,8,39,0
mention,述,1643,8,39,0
art,術,1644,11,39,0
cold,寒,1645,12,39,0
block up,塞,1646,13,39,0
brew,醸,1647,20,39,0
defer,譲,1648,20,39,0
lot,壌,1649,16,39,0
lass,嬢,1650,16,39,0
poison,毒,1651,8,40,0
elementary,素,1652,10,40,0
barley,麦,1653,7,40,0
blue,青,1654,8,40,0
refined,精,1655,14,40,0
solicit,請,1656,15,40,0
feelings,情,1657,11,40,0
clear up,晴,1658,12,40,0
pure,清,1659,11,40,0
quiet,静,1660,14,40,0
blame,責,1661,11,40,0
exploits,績,1662,17,40,0
volume,積,1663,16,40,0
bond,債,1664,13,40,0
pickling,漬,1665,14,40,0
surface,表,1666,8,40,0
bag,俵,1667,10,40,0
undefiled,潔,1668,15,40,0
pledge,契,1669,9,40,0
consume,喫,1670,12,40,0
harm,害,1671,10,40,0
control,轄,1672,17,40,0
proportion,割,1673,12,40,0
constitution,憲,1674,16,40,0
life,生,1675,5,40,0
star,星,1676,9,40,0
awakening,醒,1677,16,40,0
surname,姓,1678,8,40,0
sex,性,1679,8,40,0
animal sacrifice,牲,1680,9,40,0
products,産,1681,11,40,0
hump,隆,1682,11,40,0
summit,峰,1683,10,40,0
bee,蜂,1684,13,40,0
sew,縫,1685,16,40,0
worship,拝,1686,8,40,0
longevity,寿,1687,7,40,0
casting,鋳,1688,15,40,0
enroll,籍,1689,20,40,0
springtime,春,1690,9,40,0
camellia,椿,1691,13,40,0
peaceful,泰,1692,10,40,0
play music,奏,1693,9,40,0
reality,実,1694,8,40,0
dedicate,奉,1695,8,40,0
stipend,俸,1696,10,40,0
rod,棒,1697,12,40,0
discreet,謹,1698,17,40,0
trifle,僅,1699,12,40,0
diligence,勤,1700,12,40,0
Sino-,漢,1701,13,40,0
sigh,嘆,1702,13,40,0
difficult,難,1703,18,40,0
splendor,華,1704,10,40,0
droop,垂,1705,8,40,0
saliva,唾,1706,11,40,0
drowsy,睡,1707,13,40,0
spindle,錘,1708,16,40,0
ride,乗,1709,9,40,0
surplus,剰,1710,11,40,0
now,今,1711,4,41,0
include,含,1712,7,41,0
covet,貪,1713,11,41,0
versify,吟,1714,7,41,0
wish,念,1715,8,41,0
wrench,捻,1716,11,41,0
harp,琴,1717,12,41,0
shade,陰,1718,11,41,0
beforehand,予,1719,4,41,0
preface,序,1720,7,41,0
deposit,預,1721,13,41,0
plains,野,1722,11,41,0
concurrently,兼,1723,10,41,0
dislike,嫌,1724,13,41,0
sickle,鎌,1725,18,41,0
self-effacing,謙,1726,17,41,0
bargain,廉,1727,13,41,0
west,西,1728,6,41,0
value,価,1729,8,41,0
need,要,1730,9,41,0
loins,腰,1731,13,41,0
ballot,票,1732,11,41,0
drift,漂,1733,14,41,0
signpost,標,1734,15,41,0
chestnut,栗,1735,10,41,0
shudder,慄,1736,13,41,0
transition,遷,1737,15,41,0
capsize,覆,1738,18,41,0
smoke,煙,1739,13,41,0
south,南,1740,9,41,0
camphor tree,楠,1741,13,41,0
offering,献,1742,13,41,0
gates,門,1743,8,42,0
question,問,1744,11,42,0
review,閲,1745,15,42,0
clique,閥,1746,14,42,0
interval,間,1747,12,42,0
pitch dark,闇,1748,17,42,0
simplicity,簡,1749,18,42,0
open,開,1750,12,42,0
closed,閉,1751,11,42,0
tower,閣,1752,14,42,0
leisure,閑,1753,12,42,0
hear,聞,1754,14,42,0
wet,潤,1755,15,42,0
column,欄,1756,20,42,0
fight,闘,1757,18,42,0
godown,倉,1758,10,42,0
genesis,創,1759,12,42,0
un-,非,1760,8,42,0
haiku,俳,1761,10,42,0
repudiate,排,1762,11,42,0
sad,悲,1763,12,42,0
guilt,罪,1764,13,42,0
comrade,輩,1765,15,42,0
front door,扉,1766,12,42,0
marquis,侯,1767,9,42,0
throat,喉,1768,12,42,0
climate,候,1769,10,42,0
decide,決,1770,7,42,0
cheerful,快,1771,7,42,0
admirable,偉,1772,12,42,0
difference,違,1773,13,42,0
horizontal,緯,1774,16,42,0
defense,衛,1775,16,42,0
Korea,韓,1776,18,42,0
dry,干,1777,3,43,0
liver,肝,1778,7,43,0
publish,刊,1779,5,43,0
sweat,汗,1780,6,43,0
flats,軒,1781,10,43,0
beach,岸,1782,8,43,0
tree trunk,幹,1783,13,43,0
potato,芋,1784,6,43,0
eaves,宇,1785,6,43,0
too much,余,1786,7,43,0
exclude,除,1787,10,43,0
gradually,徐,1788,10,43,0
confer,叙,1789,9,43,0
route,途,1790,10,43,0
diagonal,斜,1791,11,43,0
paint,塗,1792,13,43,0
bundle,束,1793,7,43,0
trust,頼,1794,16,43,0
rapids,瀬,1795,19,43,0
imperial order,勅,1796,9,43,0
alienate,疎,1797,12,43,0
bitter,辣,1798,14,43,0
quick,速,1799,10,43,0
organize,整,1800,16,43,0
saber,剣,1801,10,43,0
precipitous,険,1802,11,43,0
examination,検,1803,12,43,0
frugal,倹,1804,10,43,0
heavy,重,1805,9,43,0
move,動,1806,11,43,0
tumor,腫,1807,13,43,0
meritorious deed,勲,1808,15,43,0
work,働,1809,13,43,0
species,種,1810,14,43,0
collide,衝,1811,15,43,0
fragrant,薫,1812,16,43,0
ill,病,1813,10,44,0
stupid,痴,1814,13,44,0
pox,痘,1815,12,44,0
symptoms,症,1816,10,44,0
carbuncle,瘍,1817,14,44,0
lose weight,痩,1818,12,44,0
rapidly,疾,1819,10,44,0
envy,嫉,1820,13,44,0
diarrhea,痢,1821,12,44,0
scar,痕,1822,11,44,0
tired,疲,1823,10,44,0
epidemic,疫,1824,9,44,0
pain,痛,1825,12,44,0
mannerism,癖,1826,18,44,0
hide,匿,1827,10,44,0
artisan,匠,1828,6,44,0
doctor,医,1829,7,44,0
equal,匹,1830,4,44,0
ward,区,1831,4,44,0
hinge,枢,1832,8,44,0
assault,殴,1833,8,44,0
Europe,欧,1834,8,44,0
repress,抑,1835,7,44,0
faceup,仰,1836,6,44,0
welcome,迎,1837,7,44,0
ascend,登,1838,12,44,0
lucidity,澄,1839,15,44,0
discharge,発,1840,9,44,0
abolish,廃,1841,12,44,0
colleague,僚,1842,14,44,0
obvious,瞭,1843,17,44,0
dormitory,寮,1844,15,44,0
heal,療,1845,17,44,0
carve,彫,1846,11,45,0
shape,形,1847,7,45,0
shadow,影,1848,15,45,0
cedar,杉,1849,7,45,0
coloring,彩,1850,11,45,0
patent,彰,1851,14,45,0
lad,彦,1852,9,45,0
face,顔,1853,18,45,0
ought,須,1854,12,45,0
swell,膨,1855,16,45,0
visit,参,1856,8,45,0
wretched,惨,1857,11,45,0
discipline,修,1858,10,45,0
rare,珍,1859,9,45,0
checkup,診,1860,12,45,0
sentence,文,1861,4,45,0
vis-a-vis,対,1862,7,45,0
family crest,紋,1863,10,45,0
mosquito,蚊,1864,10,45,0
speckled,斑,1865,12,45,0
adjusted,斉,1866,8,45,0
dose,剤,1867,10,45,0
finish,済,1868,11,45,0
purification,斎,1869,11,45,0
solemn,粛,1870,11,45,0
bases,塁,1871,12,45,0
music,楽,1872,13,45,0
medicine,薬,1873,16,45,0
ratio,率,1874,11,45,0
astringent,渋,1875,11,45,0
vicarious,摂,1876,13,45,0
center,央,1877,5,45,0
England,英,1878,8,45,0
reflect,映,1879,9,45,0
red,赤,1880,7,45,0
pardon,赦,1881,11,45,0
unusual,変,1882,9,45,0
tracks,跡,1883,13,45,0
barbarian,蛮,1884,12,45,0
romance,恋,1885,10,45,0
gulf,湾,1886,12,45,0
yellow,黄,1887,11,45,0
sideways,横,1888,15,45,0
grasp,把,1889,7,45,0
color,色,1890,6,45,0
discontinue,絶,1891,12,45,0
glossy,艶,1892,19,45,0
fertilizer,肥,1893,8,45,0
sweet,甘,1894,5,46,0
navy blue,紺,1895,11,46,0
so-and-so,某,1896,9,46,0
conspire,謀,1897,16,46,0
mediator,媒,1898,12,46,0
deceit,欺,1899,12,46,0
chess piece,棋,1900,12,46,0
national flag,旗,1901,14,46,0
period,期,1902,12,46,0
Go,碁,1903,13,46,0
fundamentals,基,1904,11,46,0
tremendously,甚,1905,9,46,0
intuition,勘,1906,11,46,0
withstand,堪,1907,12,46,0
precious,貴,1908,12,46,0
bequeath,遺,1909,15,46,0
dispatch,遣,1910,13,46,0
defile,潰,1911,15,46,0
dance,舞,1912,15,46,0
nothingness,無,1913,12,46,0
association,組,1914,11,47,0
coarse,粗,1915,11,47,0
tariff,租,1916,10,47,0
aim at,狙,1917,8,47,0
ancestor,祖,1918,9,47,0
thwart,阻,1919,8,47,0
investigate,査,1920,9,47,0
help,助,1921,7,47,0
best regards,宜,1922,8,47,0
tatami mat,畳,1923,12,47,0
row,並,1924,8,47,0
universal,普,1925,12,47,0
musical score,譜,1926,19,47,0
damp,湿,1927,12,47,0
appear,顕,1928,18,47,0
slender,繊,1929,17,47,0
spirits,霊,1930,15,47,0
profession,業,1931,13,47,0
slap,撲,1932,15,47,0
me,僕,1933,14,47,0
together,共,1934,6,47,0
submit,供,1935,8,47,0
uncommon,異,1936,11,47,0
wing,翼,1937,17,47,0
accept humbly,戴,1938,17,47,0
deluge,洪,1939,9,47,0
harbor,港,1940,12,47,0
outburst,暴,1941,15,47,0
bomb,爆,1942,19,47,0
respect,恭,1943,10,47,0
elect,選,1944,15,47,0
Mr.,殿,1945,13,47,0
well,井,1946,4,48,0
donburi,丼,1947,5,48,0
surround,囲,1948,7,48,0
till,耕,1949,10,48,0
Asia,亜,1950,7,48,0
bad,悪,1951,11,48,0
circle,円,1952,4,48,0
angle,角,1953,7,48,0
contact,触,1954,13,48,0
unravel,解,1955,13,48,0
again,再,1956,6,48,0
lecture,講,1957,17,48,0
subscription,購,1958,17,48,0
posture,構,1959,14,48,0
gutter,溝,1960,13,48,0
argument,論,1961,15,48,0
ethics,倫,1962,10,48,0
wheel,輪,1963,15,48,0
partial,偏,1964,11,48,0
everywhere,遍,1965,12,48,0
compilation,編,1966,15,48,0
tome,冊,1967,5,48,0
palisade,柵,1968,9,48,0
code,典,1969,8,48,0
family name,氏,1970,4,49,0
paper,紙,1971,10,49,0
marriage,婚,1972,11,49,0
lower,低,1973,7,49,0
resist,抵,1974,8,49,0
bottom,底,1975,8,49,0
people,民,1976,5,49,0
sleep,眠,1977,10,49,0
catch,捕,1978,10,49,0
suckle,哺,1979,10,49,0
bay,浦,1980,10,49,0
bullrush,蒲,1981,13,49,0
shop,舗,1982,15,49,0
supplement,補,1983,12,49,0
residence,邸,1984,8,49,0
enclosure,郭,1985,11,49,0
county,郡,1986,10,49,0
outskirts,郊,1987,9,49,0
section,部,1988,11,49,0
metropolis,都,1989,11,49,0
mail,郵,1990,11,49,0
home country,邦,1991,7,49,0
interrogative,那,1992,7,49,0
hometown,郷,1993,11,49,0
echo,響,1994,20,49,0
son,郎,1995,9,49,0
corridor,廊,1996,12,49,0
shield,盾,1997,9,50,0
sequential,循,1998,12,50,0
faction,派,1999,9,50,0
vein,脈,2000,10,50,0
masses,衆,2001,12,50,0
parcel post,逓,2002,10,50,0
grade,段,2003,9,50,0
forge,鍛,2004,17,50,0
empress,后,2005,6,50,0
phantasm,幻,2006,4,50,0
director,司,2007,5,50,0
pay respects,伺,2008,7,50,0
parts of speech,詞,2009,12,50,0
domesticate,飼,2010,13,50,0
heir,嗣,2011,13,50,0
boat,舟,2012,6,50,0
liner,舶,2013,11,50,0
navigate,航,2014,10,50,0
gunwale,舷,2015,11,50,0
carrier,般,2016,10,50,0
tray,盤,2017,15,50,0
conveyor,搬,2018,13,50,0
ship,船,2019,11,50,0
warship,艦,2020,21,50,0
rowboat,艇,2021,13,50,0
melon,瓜,2022,6,50,0
arc,弧,2023,9,50,0
orphan,孤,2024,9,50,0
cocoon,繭,2025,18,51,0
benefit,益,2026,10,51,0
spare time,暇,2027,13,51,0
spread,敷,2028,15,51,0
come,来,2029,7,51,0
spirit,気,2030,6,51,0
vapor,汽,2031,7,51,0
fly,飛,2032,9,51,0
sink,沈,2033,7,51,0
pillow,枕,2034,8,51,0
wife,妻,2035,8,51,0
nifty,凄,2036,10,51,0
decline,衰,2037,10,51,0
inmost,衷,2038,9,51,0
mask,面,2039,9,51,0
noodles,麺,2040,16,51,0
leather,革,2041,9,51,0
shoes,靴,2042,13,51,0
hegemony,覇,2043,19,51,0
voice,声,2044,7,51,0
eyebrow,眉,2045,9,51,0
give,呉,2046,7,51,0
recreation,娯,2047,10,51,0
mistake,誤,2048,14,51,0
steam,蒸,2049,13,51,0
acquiesce,承,2050,8,51,0
bin,函,2051,8,51,0
poles,極,2052,12,51,0
tusk,牙,2053,4,52,0
bud,芽,2054,8,52,0
wicked,邪,2055,8,52,0
gracious,雅,2056,13,52,0
interpretation,釈,2057,11,52,0
turn,番,2058,12,52,0
hearing,審,2059,15,52,0
flip,翻,2060,18,52,0
clan,藩,2061,18,52,0
fur,毛,2062,4,52,0
decrease,耗,2063,10,52,0
tail,尾,2064,7,52,0
home,宅,2065,6,52,0
consign,託,2066,10,52,0
do,為,2067,9,52,0
falsehood,偽,2068,11,52,0
apprehensive,畏,2069,9,52,0
long,長,2070,8,52,0
lengthen,張,2071,11,52,0
notebook,帳,2072,11,52,0
dilate,脹,2073,12,52,0
hair of the head,髪,2074,14,52,0
unfold,展,2075,10,52,0
miss,喪,2076,12,52,0
nest,巣,2077,11,53,0
simple,単,2078,9,53,0
war,戦,2079,13,53,0
Zen,禅,2080,13,53,0
bullet,弾,2081,12,53,0
cherry tree,桜,2082,10,53,0
animal,獣,2083,16,53,0
brain,脳,2084,11,53,0
trouble,悩,2085,10,53,0
stern,厳,2086,17,53,0
chain,鎖,2087,18,53,0
raise,挙,2088,10,53,0
reputation,誉,2089,13,53,0
game hunting,猟,2090,11,53,0
bird,鳥,2091,11,53,0
chirp,鳴,2092,14,53,0
crane,鶴,2093,21,53,0
crow,烏,2094,10,53,0
vine,蔦,2095,14,53,0
pigeon,鳩,2096,13,53,0
chicken,鶏,2097,19,53,0
island,島,2098,10,53,0
warmth,暖,2099,13,53,0
beautiful woman,媛,2100,12,53,0
abet,援,2101,12,53,0
slacken,緩,2102,15,53,0
belong,属,2103,12,53,0
entrust,嘱,2104,15,53,0
accidentally,偶,2105,11,53,0
interview,遇,2106,12,53,0
foolish,愚,2107,13,53,0
corner,隅,2108,12,53,0
inverted,逆,2109,9,53,0
model,塑,2110,13,53,0
go upstream,遡,2111,13,53,0
Mount,岡,2112,8,53,0
steel,鋼,2113,16,53,0
hawser,綱,2114,14,53,0
sturdy,剛,2115,10,53,0
tin can,缶,2116,6,53,0
pottery,陶,2117,11,53,0
swing,揺,2118,12,53,0
Noh chanting,謡,2119,16,53,0
gloom,鬱,2120,29,53,0
concerning,就,2121,12,53,0
kick,蹴,2122,19,53,0
sociable,懇,2123,17,53,0
groundbreaking,墾,2124,16,53,0
countenance,貌,2125,14,53,0
excuse,免,2126,8,53,0
elude,逸,2127,11,53,0
nightfall,晩,2128,12,53,0
exertion,勉,2129,10,53,0
elephant,象,2130,12,53,0
statue,像,2131,14,53,0
horse,馬,2132,10,54,0
pony,駒,2133,15,54,0
verification,験,2134,18,54,0
equestrian,騎,2135,18,54,0
parking,駐,2136,15,54,0
drive,駆,2137,14,54,0
station,駅,2138,14,54,0
boisterous,騒,2139,18,54,0
burdensome,駄,2140,14,54,0
wonder,驚,2141,22,54,0
fervent,篤,2142,16,54,0
insult,罵,2143,15,54,0
inflation,騰,2144,20,54,0
tiger,虎,2145,8,54,0
captive,虜,2146,13,54,0
skin,膚,2147,15,54,0
void,虚,2148,11,54,0
frolic,戯,2149,15,54,0
uneasiness,虞,2150,13,54,0
prudence,慮,2151,15,54,0
drama,劇,2152,15,54,0
tyrannize,虐,2153,9,54,0
deer,鹿,2154,11,54,0
foot of a mountain,麓,2155,19,54,0
recommend,薦,2156,16,54,0
jubilation,慶,2157,15,54,0
lovely,麗,2158,19,54,0
bear,熊,2159,14,54,0
ability,能,2160,10,54,0
attitude,態,2161,14,54,0
sign of the tiger,寅,2162,11,55,0
performance,演,2163,14,55,0
sign of the dragon,辰,2164,7,55,0
embarrass,辱,2165,10,55,0
quake,震,2166,15,55,0
shake,振,2167,10,55,0
with child,娠,2168,10,55,0
lips,唇,2169,10,55,0
agriculture,農,2170,13,55,0
concentrated,濃,2171,16,55,0
send off,送,2172,9,55,0
connection,関,2173,14,55,0
blossom,咲,2174,9,55,0
ghost,鬼,2175,10,55,0
ugly,醜,2176,17,55,0
soul,魂,2177,14,55,0
witch,魔,2178,21,55,0
fascination,魅,2179,15,55,0
clod,塊,2180,13,55,0
attack,襲,2181,22,55,0
upbraid,嚇,2182,17,56,0
majestic plural,朕,2183,10,56,0
atmosphere,雰,2184,12,56,0
item,箇,2185,14,56,0
tempering,錬,2186,16,56,0
abide by,遵,2187,15,56,0
quit,罷,2188,15,56,0
barracks,屯,2189,4,56,0
moreover,且,2190,5,56,0
seaweed,藻,2191,19,56,0
slave,隷,2192,16,56,0
healing,癒,2193,18,56,0
imperial seal,璽,2194,19,56,0
lagoon,潟,2195,15,56,0
cinnabar,丹,2196,4,56,0
sign of the cow,丑,2197,4,56,0
humiliate,羞,2198,11,56,0
sign of the hare,卯,2199,5,56,0
sign of the snake,巳,2200,3,56,0
